YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,ENROLLMENT_GRADES_K_12,DISCIPLINE_INCIDENTS,DISCIPLINE_INCIDENT_RATE,DISCIPLINE_ALCOHOL,DISCIPLINE_ALCOHOL_RATE,DISCIPLINE_DRUG,DISCIPLINE_DRUG_RATE,DISCIPLINE_OTHER,DISCIPLINE_OTHER_RATE,DISCIPLINE_TOBACCO,DISCIPLINE_TOBACCO_RATE,DISCIPLINE_VIOLENCE,DISCIPLINE_VIOLENCE_RATE,DISCIPLINE_WEAPON,DISCIPLINE_WEAPON_RATE,DISCIPLINE_REMOVAL_IN_SCHL_SUSP,DISCIPLINE_REMOVAL_IN_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_EXPULSION,DISCIPLINE_EXPULSION_RATE,DISCIPLINE_MORE_10_DAYS,DISCIPLINE_MORE_10_DAYS_RATE
2008,092087,FT. ZUMWALT R-II,18742,356,1.9,*,*,27,0.1,322,1.7,*,*,*,*,7,0,199,1.1,157,0.8,*,*,20,0.1
2009,092087,FT. ZUMWALT R-II,18687,518,2.8,16,0.1,64,0.3,427,2.3,*,*,*,*,10,0.1,171,0.9,347,1.9,*,*,37,0.2
2010,092087,FT. ZUMWALT R-II,18840,409,2.2,15,0.1,58,0.3,323,1.7,5,0,*,*,6,0,130,0.7,279,1.5,*,*,69,0.4
2011,092087,FT. ZUMWALT R-II,18719,488,2.6,14,0.1,71,0.4,393,2.1,*,*,*,*,9,0,162,0.9,326,1.7,*,*,80,0.4
2012,092087,FT. ZUMWALT R-II,18733,251,1.3,15,0.1,59,0.3,172,0.9,*,*,*,*,5,0,50,0.3,201,1.1,*,*,64,0.3
2013,092087,FT. ZUMWALT R-II,18625,278,1.5,5,0,83,0.4,176,0.9,5,0,9,0,*,*,55,0.3,223,1.2,*,*,40,0.2
2014,092087,FT. ZUMWALT R-II,18381,175,1,5,0,29,0.2,126,0.7,*,*,6,0,6,0,39,0.2,136,0.7,*,*,29,0.2
2015,092087,FT. ZUMWALT R-II,18159,200,1.1,13,0.1,50,0.3,131,0.7,*,*,*,*,*,*,45,0.2,155,0.9,*,*,56,0.3
2016,092087,FT. ZUMWALT R-II,18002,171,0.9,*,*,44,0.2,116,0.6,*,*,*,*,*,*,24,0.1,147,0.8,*,*,88,0.5
2017,092087,FT. ZUMWALT R-II,17985,147,0.8,15,0.1,29,0.2,98,0.5,*,*,*,*,*,*,18,0.1,129,0.7,*,*,67,0.4
2018,092087,FT. ZUMWALT R-II,17800,152,0.9,7,0,24,0.1,112,0.6,5,0,*,*,*,*,20,0.1,132,0.7,*,*,73,0.4
2019,092087,FT. ZUMWALT R-II,17711,142,0.8,8,0,34,0.2,80,0.5,17,0.1,*,*,*,*,28,0.2,114,0.6,*,*,74,0.4
2020,092087,FT. ZUMWALT R-II,17518,101,0.6,8,0,21,0.1,69,0.4,*,*,*,*,*,*,7,0,94,0.5,*,*,54,0.3
2021,092087,FT. ZUMWALT R-II,17089,87,0.5,*,*,20,0.1,60,0.4,*,*,*,*,*,*,9,0.1,78,0.5,*,*,51,0.3
2022,092087,FT. ZUMWALT R-II,17061,179,1,7,0,52,0.3,106,0.6,9,0.1,*,*,5,0,14,0.1,165,1,*,*,78,0.5
2023,092087,FT. ZUMWALT R-II,16796,276,1.6,7,0,143,0.9,119,0.7,*,*,*,*,*,*,10,0.1,265,1.6,*,*,192,1.1
2001,092088,FRANCIS HOWELL R-III,18831,36,0.2,*,*,18,0.1,14,0.1,*,*,*,*,*,*,*,*,36,0.2,*,*,5,0
2002,092088,FRANCIS HOWELL R-III,18649,149,0.8,21,0.1,63,0.3,23,0.1,*,*,23,0.1,19,0.1,*,*,144,0.8,*,*,48,0.3
2003,092088,FRANCIS HOWELL R-III,18484,168,1.7,15,0.1,83,0.8,55,0.5,*,*,6,0.1,7,0.1,*,*,158,1.6,*,*,117,1.2
2004,092088,FRANCIS HOWELL R-III,18360,200,1.1,18,0.1,65,0.4,83,0.5,*,*,21,0.1,10,0.1,*,*,188,1,*,*,129,0.7
2005,092088,FRANCIS HOWELL R-III,18336,261,1.4,6,0,122,0.7,91,0.5,*,*,32,0.2,9,0,5,0,256,1.4,*,*,178,1
2006,092088,FRANCIS HOWELL R-III,18203,327,1.8,9,0,84,0.5,174,1,*,*,33,0.2,24,0.1,17,0.1,310,1.7,*,*,197,1.1
2007,092088,FRANCIS HOWELL R-III,18124,297,1.6,23,0.1,62,0.3,164,0.9,*,*,34,0.2,14,0.1,8,0,289,1.6,*,*,190,1
2008,092088,FRANCIS HOWELL R-III,17824,301,1.7,26,0.1,86,0.5,144,0.8,*,*,*,*,21,0.1,6,0,295,1.7,*,*,196,1.1
2009,092088,FRANCIS HOWELL R-III,17632,293,1.7,9,0.1,101,0.6,131,0.7,*,*,*,*,17,0.1,*,*,290,1.6,*,*,179,1
2010,092088,FRANCIS HOWELL R-III,17384,216,1.2,*,*,68,0.4,105,0.6,*,*,*,*,16,0.1,7,0,209,1.2,*,*,132,0.8
2011,092088,FRANCIS HOWELL R-III,17191,386,2.2,15,0.1,76,0.4,262,1.5,*,*,7,0,15,0.1,105,0.6,281,1.6,*,*,227,1.3
2012,092088,FRANCIS HOWELL R-III,16998,332,2,9,0.1,137,0.8,163,1,*,*,*,*,12,0.1,51,0.3,280,1.6,*,*,224,1.3
2013,092088,FRANCIS HOWELL R-III,17144,239,1.4,7,0,96,0.6,100,0.6,*,*,*,*,17,0.1,18,0.1,221,1.3,*,*,168,1
2014,092088,FRANCIS HOWELL R-III,17453,256,1.5,13,0.1,52,0.3,164,0.9,*,*,*,*,20,0.1,14,0.1,242,1.4,*,*,109,0.6
2015,092088,FRANCIS HOWELL R-III,16959,180,1.1,17,0.1,60,0.4,88,0.5,*,*,*,*,13,0.1,*,*,176,1,*,*,19,0.1
2016,092088,FRANCIS HOWELL R-III,17139,162,0.9,14,0.1,48,0.3,80,0.5,*,*,*,*,10,0.1,*,*,161,0.9,*,*,14,0.1
2017,092088,FRANCIS HOWELL R-III,17066,130,0.8,18,0.1,51,0.3,45,0.3,*,*,*,*,13,0.1,5,0,125,0.7,*,*,9,0.1
2018,092088,FRANCIS HOWELL R-III,16960,144,0.8,6,0,64,0.4,55,0.3,*,*,*,*,7,0,*,*,140,0.8,*,*,19,0.1
2019,092088,FRANCIS HOWELL R-III,16701,124,0.7,25,0.1,55,0.3,24,0.1,*,*,*,*,5,0,*,*,124,0.7,*,*,*,*
2020,092088,FRANCIS HOWELL R-III,16756,74,0.4,5,0,26,0.2,32,0.2,*,*,*,*,*,*,6,0,68,0.4,*,*,11,0.1
2021,092088,FRANCIS HOWELL R-III,16486,60,0.4,*,*,31,0.2,21,0.1,*,*,*,*,*,*,5,0,55,0.3,*,*,16,0.1
2022,092088,FRANCIS HOWELL R-III,16491,95,0.6,9,0.1,54,0.3,20,0.1,*,*,*,*,*,*,*,*,95,0.6,*,*,*,*
2023,092088,FRANCIS HOWELL R-III,16511,188,1.1,7,0,103,0.6,50,0.3,*,*,*,*,9,0.1,*,*,184,1.1,*,*,6,0
2001,092089,WENTZVILLE R-IV,6003,86,1.4,*,*,24,0.4,49,0.8,*,*,7,0.1,*,*,*,*,84,1.4,*,*,12,0.2
2002,092089,WENTZVILLE R-IV,6407,116,1.8,*,*,24,0.4,69,1.1,*,*,13,0.2,6,0.1,*,*,114,1.8,*,*,17,0.3
2003,092089,WENTZVILLE R-IV,6999,101,1.4,14,0.2,14,0.2,57,0.8,*,*,9,0.1,7,0.1,8,0.1,93,1.3,*,*,17,0.2
2004,092089,WENTZVILLE R-IV,7788,122,1.6,6,0.1,20,0.3,71,0.9,*,*,21,0.3,*,*,*,*,122,1.6,*,*,44,0.6
2005,092089,WENTZVILLE R-IV,8720,124,1.4,*,*,27,0.3,94,1.1,*,*,*,*,*,*,*,*,120,1.4,*,*,40,0.5
2006,092089,WENTZVILLE R-IV,9625,165,1.7,*,*,37,0.4,123,1.3,*,*,*,*,*,*,8,0.1,157,1.6,*,*,48,0.5
2007,092089,WENTZVILLE R-IV,10508,188,1.8,10,0.1,26,0.2,148,1.4,*,*,*,*,*,*,*,*,185,1.8,*,*,32,0.3
2008,092089,WENTZVILLE R-IV,11115,175,1.6,8,0.1,56,0.5,102,0.9,*,*,*,*,9,0.1,*,*,173,1.6,*,*,55,0.5
2009,092089,WENTZVILLE R-IV,11636,200,1.7,5,0,48,0.4,132,1.1,*,*,*,*,15,0.1,*,*,200,1.7,*,*,66,0.6
2010,092089,WENTZVILLE R-IV,12121,172,1.4,21,0.2,46,0.4,92,0.8,*,*,*,*,13,0.1,*,*,170,1.4,*,*,66,0.5
2011,092089,WENTZVILLE R-IV,12603,179,1.4,11,0.1,55,0.4,107,0.8,*,*,*,*,6,0,*,*,176,1.4,*,*,97,0.8
2012,092089,WENTZVILLE R-IV,13103,142,1.1,17,0.1,57,0.4,65,0.5,*,*,*,*,*,*,*,*,142,1.1,*,*,90,0.7
2013,092089,WENTZVILLE R-IV,13659,74,0.5,*,*,25,0.2,41,0.3,*,*,*,*,6,0,*,*,74,0.5,*,*,37,0.3
2014,092089,WENTZVILLE R-IV,14222,52,0.4,10,0.1,19,0.1,17,0.1,*,*,*,*,6,0,*,*,51,0.4,*,*,15,0.1
2015,092089,WENTZVILLE R-IV,14769,88,0.6,5,0,34,0.2,44,0.3,*,*,*,*,5,0,*,*,88,0.6,*,*,26,0.2
2016,092089,WENTZVILLE R-IV,15336,44,0.3,*,*,9,0.1,23,0.1,*,*,*,*,8,0.1,*,*,41,0.3,*,*,12,0.1
2017,092089,WENTZVILLE R-IV,15979,65,0.4,*,*,16,0.1,41,0.3,*,*,*,*,*,*,*,*,64,0.4,*,*,34,0.2
2018,092089,WENTZVILLE R-IV,16373,74,0.5,5,0,18,0.1,48,0.3,*,*,*,*,*,*,*,*,73,0.4,*,*,38,0.2
2019,092089,WENTZVILLE R-IV,16789,73,0.4,*,*,10,0.1,55,0.3,*,*,*,*,7,0,*,*,72,0.4,*,*,35,0.2
2020,092089,WENTZVILLE R-IV,17323,47,0.3,*,*,11,0.1,33,0.2,*,*,*,*,*,*,*,*,46,0.3,*,*,20,0.1
2021,092089,WENTZVILLE R-IV,17078,31,0.2,*,*,7,0,20,0.1,*,*,*,*,*,*,*,*,30,0.2,*,*,12,0.1
2022,092089,WENTZVILLE R-IV,17359,123,0.7,*,*,11,0.1,93,0.5,*,*,*,*,19,0.1,*,*,122,0.7,*,*,57,0.3
2023,092089,WENTZVILLE R-IV,17611,123,0.7,*,*,14,0.1,56,0.3,*,*,*,*,18,0.1,*,*,122,0.7,*,*,40,0.2
2001,092090,ST. CHARLES R-VI,6190,94,1.5,14,0.2,28,0.5,39,0.6,*,*,8,0.1,*,*,*,*,90,1.5,*,*,21,0.3
2002,092090,ST. CHARLES R-VI,6090,106,1.7,10,0.2,29,0.5,48,0.8,*,*,14,0.2,*,*,*,*,103,1.7,*,*,39,0.6
2003,092090,ST. CHARLES R-VI,5879,102,1.7,*,*,33,0.6,66,1.1,*,*,*,*,*,*,*,*,96,1.6,5,0.1,55,0.9
2004,092090,ST. CHARLES R-VI,5876,90,1.5,*,*,38,0.6,43,0.7,*,*,6,0.1,*,*,*,*,88,1.5,*,*,42,0.7
2005,092090,ST. CHARLES R-VI,5881,99,1.7,*,*,25,0.4,61,1,*,*,9,0.2,*,*,11,0.2,88,1.5,*,*,24,0.4
2006,092090,ST. CHARLES R-VI,5733,146,2.5,6,0.1,18,0.3,108,1.9,*,*,*,*,10,0.2,*,*,146,2.5,*,*,80,1.4
2007,092090,ST. CHARLES R-VI,5580,98,1.8,*,*,9,0.2,86,1.5,*,*,*,*,*,*,*,*,98,1.8,*,*,5,0.1
2008,092090,ST. CHARLES R-VI,5340,108,2,*,*,23,0.4,74,1.4,*,*,*,*,10,0.2,7,0.1,99,1.9,*,*,64,1.2
2009,092090,ST. CHARLES R-VI,5175,102,2,10,0.2,31,0.6,41,0.8,*,*,10,0.2,5,0.1,*,*,100,1.9,*,*,9,0.2
2010,092090,ST. CHARLES R-VI,5181,138,2.7,14,0.3,17,0.3,60,1.2,*,*,*,*,24,0.5,*,*,138,2.7,*,*,27,0.5
2011,092090,ST. CHARLES R-VI,5100,134,2.6,*,*,26,0.5,74,1.5,*,*,29,0.6,*,*,8,0.2,126,2.5,*,*,21,0.4
2012,092090,ST. CHARLES R-VI,5008,124,2.5,8,0.2,31,0.6,58,1.2,*,*,15,0.3,12,0.2,5,0.1,119,2.4,*,*,30,0.6
2013,092090,ST. CHARLES R-VI,5072,67,1.3,*,*,11,0.2,40,0.8,*,*,9,0.2,7,0.1,*,*,65,1.3,*,*,19,0.4
2014,092090,ST. CHARLES R-VI,5025,26,0.5,*,*,10,0.2,8,0.2,*,*,6,0.1,*,*,*,*,26,0.5,*,*,11,0.2
2015,092090,ST. CHARLES R-VI,5044,85,1.7,*,*,7,0.1,49,1,*,*,13,0.3,14,0.3,6,0.1,79,1.6,*,*,13,0.3
2016,092090,ST. CHARLES R-VI,4909,57,1.2,9,0.2,10,0.2,27,0.6,*,*,6,0.1,5,0.1,*,*,57,1.2,*,*,8,0.2
2017,092090,ST. CHARLES R-VI,4834,45,0.9,*,*,*,*,27,0.6,*,*,8,0.2,6,0.1,*,*,45,0.9,*,*,12,0.2
2018,092090,ST. CHARLES R-VI,4806,57,1.2,*,*,13,0.3,22,0.5,*,*,11,0.2,11,0.2,*,*,57,1.2,*,*,16,0.3
2019,092090,ST. CHARLES R-VI,4754,65,1.4,*,*,*,*,34,0.7,*,*,12,0.3,12,0.3,*,*,65,1.4,*,*,12,0.3
2020,092090,ST. CHARLES R-VI,4742,82,1.7,*,*,26,0.5,36,0.8,*,*,8,0.2,8,0.2,*,*,82,1.7,*,*,17,0.4
2021,092090,ST. CHARLES R-VI,4617,40,0.9,*,*,11,0.2,23,0.5,*,*,*,*,*,*,*,*,39,0.8,*,*,5,0.1
2022,092090,ST. CHARLES R-VI,4613,93,2,*,*,18,0.4,43,0.9,*,*,14,0.3,17,0.4,*,*,93,2,*,*,19,0.4
2023,092090,ST. CHARLES R-VI,4589,118,2.6,*,*,26,0.6,65,1.4,*,*,12,0.3,15,0.3,*,*,118,2.6,*,*,15,0.3
2001,092091,ST. CHARLES CO. R-V,1206,39,3.2,*,*,9,0.7,26,2.2,*,*,*,*,*,*,16,1.3,23,1.9,*,*,6,0.5
2002,092091,ST. CHARLES CO. R-V,1281,29,2.3,10,0.8,7,0.5,*,*,*,*,9,0.7,*,*,6,0.5,22,1.7,*,*,11,0.9
2003,092091,ST. CHARLES CO. R-V,1287,6,0.7,*,*,5,0.5,*,*,*,*,*,*,*,*,*,*,6,0.7,*,*,*,*
2004,092091,ST. CHARLES CO. R-V,1247,60,4.8,*,*,5,0.4,54,4.3,*,*,*,*,*,*,31,2.5,29,2.3,*,*,*,*
2005,092091,ST. CHARLES CO. R-V,1227,59,4.8,*,*,*,*,56,4.6,*,*,*,*,*,*,36,2.9,23,1.9,*,*,*,*
2006,092091,ORCHARD FARM R-V,1294,63,4.9,*,*,10,0.8,49,3.8,*,*,*,*,*,*,32,2.5,31,2.4,*,*,*,*
2007,092091,ORCHARD FARM R-V,1284,78,6.1,*,*,8,0.6,69,5.4,*,*,*,*,*,*,21,1.6,57,4.4,*,*,7,0.5
2008,092091,ORCHARD FARM R-V,1374,79,5.7,*,*,11,0.8,67,4.9,*,*,*,*,*,*,32,2.3,47,3.4,*,*,7,0.5
2009,092091,ORCHARD FARM R-V,1426,70,4.9,*,*,16,1.1,50,3.5,*,*,*,*,*,*,26,1.8,44,3.1,*,*,15,1.1
2010,092091,ORCHARD FARM R-V,1451,74,5.1,*,*,*,*,72,5,*,*,*,*,*,*,40,2.8,34,2.3,*,*,9,0.6
2011,092091,ORCHARD FARM R-V,1512,73,4.8,*,*,*,*,71,4.7,*,*,*,*,*,*,14,0.9,57,3.8,*,*,28,1.9
2012,092091,ORCHARD FARM R-V,1536,46,3,*,*,12,0.8,14,0.9,*,*,*,*,*,*,16,1,29,1.9,*,*,*,*
2013,092091,ORCHARD FARM R-V,1521,41,2.7,*,*,*,*,22,1.4,*,*,*,*,*,*,17,1.1,24,1.6,*,*,*,*
2014,092091,ORCHARD FARM R-V,1627,26,1.6,*,*,7,0.4,8,0.5,*,*,*,*,*,*,11,0.7,15,0.9,*,*,8,0.5
2015,092091,ORCHARD FARM R-V,1725,16,0.9,*,*,*,*,*,*,*,*,*,*,*,*,7,0.4,9,0.5,*,*,*,*
2016,092091,ORCHARD FARM R-V,1781,27,1.5,*,*,13,0.7,6,0.3,*,*,*,*,*,*,*,*,27,1.5,*,*,*,*
2017,092091,ORCHARD FARM R-V,1867,16,0.9,*,*,9,0.5,6,0.3,*,*,*,*,*,*,*,*,15,0.8,*,*,*,*
2018,092091,ORCHARD FARM R-V,1890,10,0.5,*,*,6,0.3,*,*,*,*,*,*,*,*,*,*,9,0.5,*,*,*,*
2019,092091,ORCHARD FARM R-V,1921,13,0.7,*,*,7,0.4,*,*,*,*,*,*,*,*,*,*,13,0.7,*,*,*,*
2020,092091,ORCHARD FARM R-V,1942,8,0.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,0.4,*,*,*,*
2021,092091,ORCHARD FARM R-V,2012,11,0.5,*,*,6,0.3,*,*,*,*,*,*,*,*,*,*,11,0.5,*,*,*,*
2022,092091,ORCHARD FARM R-V,2122,24,1.1,*,*,13,0.6,*,*,*,*,*,*,*,*,*,*,24,1.1,*,*,*,*
2023,092091,ORCHARD FARM R-V,2166,28,1.3,*,*,18,0.8,*,*,*,*,*,*,*,*,*,*,28,1.3,*,*,*,*
2001,093120,APPLETON CITY R-II,427,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,093120,APPLETON CITY R-II,421,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,093120,APPLETON CITY R-II,419,5,1.2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,1.2,*,*,*,*
2004,093120,APPLETON CITY R-II,434,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,093120,APPLETON CITY R-II,399,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,093120,APPLETON CITY R-II,387,5,1.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,1.3,*,*,*,*
2007,093120,APPLETON CITY R-II,393,6,1.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,1.3,*,*,*,*
2008,093120,APPLETON CITY R-II,359,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,093120,APPLETON CITY R-II,344,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,093120,APPLETON CITY R-II,337,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,093120,APPLETON CITY R-II,324,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,093120,APPLETON CITY R-II,315,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,093120,APPLETON CITY R-II,303,6,2,*,*,*,*,6,2,*,*,*,*,*,*,*,*,6,2,*,*,*,*
2014,093120,APPLETON CITY R-II,325,5,1.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,1.5,*,*,*,*
2015,093120,APPLETON CITY R-II,341,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,093120,APPLETON CITY R-II,336,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,093120,APPLETON CITY R-II,338,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,093120,APPLETON CITY R-II,348,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,093120,APPLETON CITY R-II,326,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,093120,APPLETON CITY R-II,326,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,093120,APPLETON CITY R-II,329,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,093120,APPLETON CITY R-II,340,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,093120,APPLETON CITY R-II,309,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2001,093121,ROSCOE C-1,61,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,093121,ROSCOE C-1,59,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,093121,ROSCOE C-1,74,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,093121,ROSCOE C-1,63,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,093121,ROSCOE C-1,50,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,093121,ROSCOE C-1,53,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2007,093121,ROSCOE C-1,55,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,093121,ROSCOE C-1,58,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,093121,ROSCOE C-1,61,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,093121,ROSCOE C-1,61,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,093121,ROSCOE C-1,63,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,093121,ROSCOE C-1,67,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,093121,ROSCOE C-1,66,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,093121,ROSCOE C-1,58,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,093121,ROSCOE C-1,59,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,093121,ROSCOE C-1,55,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,093121,ROSCOE C-1,59,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,093121,ROSCOE C-1,53,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,093121,ROSCOE C-1,65,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,093121,ROSCOE C-1,70,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,093121,ROSCOE C-1,53,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,093121,ROSCOE C-1,47,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,093121,ROSCOE C-1,46,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2001,093123,LAKELAND R-III,508,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,093123,LAKELAND R-III,484,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,093123,LAKELAND R-III,500,10,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,2,*,*,5,1
2004,093123,LAKELAND R-III,478,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,093123,LAKELAND R-III,468,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,093123,LAKELAND R-III,479,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2007,093123,LAKELAND R-III,497,12,2.4,*,*,*,*,12,2.4,*,*,*,*,*,*,*,*,12,2.4,*,*,*,*
2008,093123,LAKELAND R-III,456,10,2.2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,2.2,*,*,*,*
2009,093123,LAKELAND R-III,443,7,1.6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,1.6,*,*,*,*
2010,093123,LAKELAND R-III,440,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,093123,LAKELAND R-III,420,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,093123,LAKELAND R-III,417,7,1.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,1.7,*,*,*,*
2013,093123,LAKELAND R-III,406,6,1.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,1.5,*,*,*,*
2014,093123,LAKELAND R-III,411,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,093123,LAKELAND R-III,372,7,1.9,*,*,*,*,5,1.3,*,*,*,*,*,*,*,*,7,1.9,*,*,*,*
2016,093123,LAKELAND R-III,386,7,1.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,1.8,*,*,*,*
2017,093123,LAKELAND R-III,394,9,2.3,*,*,*,*,7,1.8,*,*,*,*,*,*,*,*,7,1.8,*,*,*,*
2018,093123,LAKELAND R-III,388,11,2.8,*,*,11,2.8,*,*,*,*,*,*,*,*,*,*,11,2.8,*,*,*,*
2019,093123,LAKELAND R-III,397,5,1.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,1.3,*,*,*,*
2020,093123,LAKELAND R-III,412,6,1.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,1.5,*,*,*,*
2021,093123,LAKELAND R-III,402,10,2.5,*,*,*,*,6,1.5,*,*,*,*,*,*,*,*,10,2.5,*,*,*,*
2022,093123,LAKELAND R-III,404,12,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12,3,*,*,*,*
2023,093123,LAKELAND R-III,400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2001,093124,OSCEOLA,504,6,1.2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,1,*,*,*,*
2002,093124,OSCEOLA,511,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,093124,OSCEOLA,496,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,093124,OSCEOLA,550,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,093124,OSCEOLA,547,9,1.6,*,*,*,*,5,0.9,*,*,*,*,*,*,*,*,9,1.6,*,*,*,*
2006,093124,OSCEOLA,552,15,2.7,*,*,*,*,12,2.2,*,*,*,*,*,*,*,*,15,2.7,*,*,*,*
2007,093124,OSCEOLA,551,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,093124,OSCEOLA,508,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,093124,OSCEOLA,534,6,1.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,1.1,*,*,*,*
2010,093124,OSCEOLA,503,13,2.6,*,*,*,*,9,1.8,*,*,*,*,*,*,5,1,8,1.6,*,*,*,*
